ID	ensembl_gene_id
A_73_113294	ENSBTAG00000002404
A_73_P115576	ENSBTAG00000012031
A_73_107634	ENSBTAG00000030962
A_73_P365756	ENSBTAG00000030962
A_73_P324341	ENSBTAG00000030962
A_73_P368861	ENSBTAG00000016073
A_73_115025	ENSBTAG00000016073
A_73_114584	ENSBTAG00000016073
A_73_P346991	ENSBTAG00000007759
A_73_P034061	ENSBTAG00000007759
A_73_P203987	ENSBTAG00000004813
A_73_P115001	ENSBTAG00000014897
A_73_P424756	ENSBTAG00000011228
A_73_P323231	ENSBTAG00000011228
A_73_P436401	ENSBTAG00000027524
A_73_P076651	ENSBTAG00000027524
A_73_P322711	ENSBTAG00000027524
A_73_P063861	ENSBTAG00000003665
A_73_P074431	ENSBTAG00000030976
A_73_108364	ENSBTAG00000011340
A_73_P039791	ENSBTAG00000030979
A_73_P487808	ENSBTAG00000030979
A_73_P260601	ENSBTAG00000030979
A_73_106511	ENSBTAG00000031001
A_73_P414766	ENSBTAG00000003439
A_73_P065436	ENSBTAG00000003439
A_73_P166912	ENSBTAG00000030994
A_73_112814	ENSBTAG00000030994
A_73_101805	ENSBTAG00000030990
A_73_105271	ENSBTAG00000031004
A_73_P039271	ENSBTAG00000031012
A_73_P076596	ENSBTAG00000031017
A_73_P040826	ENSBTAG00000031014
A_73_P084711	ENSBTAG00000020489
A_73_P071401	ENSBTAG00000031018
A_73_116011	ENSBTAG00000004286
A_73_P395426	ENSBTAG00000015272
A_73_113251	ENSBTAG00000015272
A_73_P464988	ENSBTAG00000015272
A_73_116030	ENSBTAG00000017419
A_73_P298456	ENSBTAG00000017419
A_73_P345236	ENSBTAG00000017419
A_73_118446	ENSBTAG00000016501
A_73_P110106	ENSBTAG00000016501
A_73_P093126	ENSBTAG00000031044
A_73_109803	ENSBTAG00000031041
A_73_P051711	ENSBTAG00000031059
A_73_P322266	ENSBTAG00000031059
A_73_P043676	ENSBTAG00000031061
A_73_P050711	ENSBTAG00000008542
A_73_P109221	ENSBTAG00000008542
A_73_P102061	ENSBTAG00000008542
A_73_P101861	ENSBTAG00000008542
A_73_P109171	ENSBTAG00000008542
A_73_P063776	ENSBTAG00000035827
A_73_P307188	ENSBTAG00000031069
A_73_121351	ENSBTAG00000031069
A_73_P042831	ENSBTAG00000018600
A_73_P164597	ENSBTAG00000023453
A_73_P067651	ENSBTAG00000023453
A_73_P042941	ENSBTAG00000008429
A_73_P421611	ENSBTAG00000008429
A_73_P052016	ENSBTAG00000031084
A_73_P489673	ENSBTAG00000048864
A_73_P090866	ENSBTAG00000048864
A_73_P095051	ENSBTAG00000026772
A_73_102283	ENSBTAG00000005736
A_73_P065406	ENSBTAG00000031107
A_73_105356	ENSBTAG00000003809
A_73_P037506	ENSBTAG00000011953
A_73_P431186	ENSBTAG00000011953
A_73_P048551	ENSBTAG00000009649
A_73_P271246	ENSBTAG00000017676
A_73_108855	ENSBTAG00000017676
A_73_115984	ENSBTAG00000001333
A_73_112535	ENSBTAG00000031119
A_73_P292371	ENSBTAG00000037980
A_73_P046891	ENSBTAG00000037980
A_73_P040411	ENSBTAG00000001333
A_73_105588	ENSBTAG00000037980
A_73_100460	ENSBTAG00000020575
A_73_P336996	ENSBTAG00000002170
A_73_P043796	ENSBTAG00000002170
A_73_P285296	ENSBTAG00000031134
A_73_P280611	ENSBTAG00000031134
A_73_115415	ENSBTAG00000031134
A_73_111190	ENSBTAG00000031135
A_73_P033021	ENSBTAG00000008587
A_73_106597	ENSBTAG00000031145
A_73_P039771	ENSBTAG00000003327
A_73_P474348	ENSBTAG00000031165
A_73_P080166	ENSBTAG00000031165
A_73_P045596	ENSBTAG00000031150
A_73_108758	ENSBTAG00000012103
A_73_P400591	ENSBTAG00000012103
A_73_P259156	ENSBTAG00000012103
A_73_P412691	ENSBTAG00000050485
A_73_P105027	ENSBTAG00000050485
A_73_P376128	ENSBTAG00000050485
A_73_P089456	ENSBTAG00000031162
A_73_P032006	ENSBTAG00000015075
A_73_P040636	ENSBTAG00000004860
A_73_P320891	ENSBTAG00000004860
A_73_P169727	ENSBTAG00000004860
A_73_P116111	ENSBTAG00000031166
A_73_P049361	ENSBTAG00000031171
A_73_P257712	ENSBTAG00000031171
A_73_P407906	ENSBTAG00000017405
A_73_P033346	ENSBTAG00000031178
A_73_P162007	ENSBTAG00000031178
A_73_P046711	ENSBTAG00000000504
A_73_104925	ENSBTAG00000013066
A_73_P103116	ENSBTAG00000013066
A_73_P100006	ENSBTAG00000013066
A_73_P109036	ENSBTAG00000013066
A_73_P102806	ENSBTAG00000013066
A_73_120568	ENSBTAG00000015413
A_73_P254596	ENSBTAG00000019150
A_73_P042546	ENSBTAG00000019150
A_73_P050206	ENSBTAG00000031184
A_73_P350856	ENSBTAG00000009543
A_73_P393496	ENSBTAG00000009543
A_73_101048	ENSBTAG00000009543
A_73_P378471	ENSBTAG00000009543
A_73_105005	ENSBTAG00000031188
A_73_P033231	ENSBTAG00000010961
A_73_P040961	ENSBTAG00000031194
A_73_105129	ENSBTAG00000009742
A_73_P076261	ENSBTAG00000017228
A_73_109996	ENSBTAG00000031217
A_73_P102536	ENSBTAG00000031231
A_73_102589	ENSBTAG00000031231
A_73_105999	ENSBTAG00000010467
A_73_119127	ENSBTAG00000031238
A_73_P337326	ENSBTAG00000008465
A_73_P476353	ENSBTAG00000008465
A_73_116248	ENSBTAG00000008465
A_73_107077	ENSBTAG00000048296
A_73_P170657	ENSBTAG00000048296
A_73_P128286	ENSBTAG00000048296
A_73_P283546	ENSBTAG00000048296
A_73_P043056	ENSBTAG00000020418
A_73_109920	ENSBTAG00000020418
A_73_P056456	ENSBTAG00000031242
A_73_P084611	ENSBTAG00000031246
A_73_117471	ENSBTAG00000001077
A_73_112375	ENSBTAG00000009091
A_73_114885	ENSBTAG00000031249
A_73_P357356	ENSBTAG00000031249
A_73_P056731	ENSBTAG00000048485
A_73_110815	ENSBTAG00000018220
A_73_P321606	ENSBTAG00000046337
A_73_P049326	ENSBTAG00000046337
A_73_P044066	ENSBTAG00000031254
A_73_P094941	ENSBTAG00000012888
A_73_110562	ENSBTAG00000012753
A_73_100228	ENSBTAG00000002798
A_73_P323631	ENSBTAG00000002798
A_73_P032121	ENSBTAG00000010662
A_73_114645	ENSBTAG00000002799
A_73_P089046	ENSBTAG00000031265
A_73_P429001	ENSBTAG00000018739
A_73_114025	ENSBTAG00000018739
A_73_P051046	ENSBTAG00000006166
A_73_116614	ENSBTAG00000006712
A_73_P031596	ENSBTAG00000017616
A_73_112769	ENSBTAG00000012328
A_73_P063761	ENSBTAG00000012328
A_73_P102476	ENSBTAG00000031277
A_73_100014	ENSBTAG00000031277
A_73_P071221	ENSBTAG00000031279
A_73_114993	ENSBTAG00000014343
A_73_P112716	ENSBTAG00000012079
A_73_P323501	ENSBTAG00000011818
A_73_P058706	ENSBTAG00000011818
A_73_119697	ENSBTAG00000001504
A_73_P353016	ENSBTAG00000001504
A_73_P076276	ENSBTAG00000003199
A_73_P050266	ENSBTAG00000031287
A_73_P048276	ENSBTAG00000016524
A_73_110565	ENSBTAG00000031295
A_73_102086	ENSBTAG00000031295
A_73_117579	ENSBTAG00000016373
A_73_P329201	ENSBTAG00000018164
A_73_102415	ENSBTAG00000018164
A_73_101578	ENSBTAG00000002953
A_73_110582	ENSBTAG00000031306
A_73_117678	ENSBTAG00000021430
A_73_P331686	ENSBTAG00000021430
A_73_P036641	ENSBTAG00000021430
A_73_P166737	ENSBTAG00000010939
A_73_P034506	ENSBTAG00000010939
A_73_P044956	ENSBTAG00000031340
A_73_P082796	ENSBTAG00000031332
A_73_P332796	ENSBTAG00000013436
A_73_P113236	ENSBTAG00000013436
A_73_P210542	ENSBTAG00000031335
A_73_P052356	ENSBTAG00000031335
A_73_P096806	ENSBTAG00000031346
A_73_116329	ENSBTAG00000031348
A_73_P106321	ENSBTAG00000031348
A_73_P037641	ENSBTAG00000031348
A_73_P379691	ENSBTAG00000031355
A_73_P040701	ENSBTAG00000031355
A_73_P074366	ENSBTAG00000031361
A_73_114096	ENSBTAG00000031362
A_73_109403	ENSBTAG00000031373
A_73_105423	ENSBTAG00000031385
A_73_P295631	ENSBTAG00000031385
A_73_P074356	ENSBTAG00000031375
A_73_P031181	ENSBTAG00000031376
A_73_P404581	ENSBTAG00000003556
A_73_P036701	ENSBTAG00000003556
A_73_P034281	ENSBTAG00000008946
A_73_P074321	ENSBTAG00000003908
A_73_P203267	ENSBTAG00000040367
A_73_P094891	ENSBTAG00000040367
A_73_P466878	ENSBTAG00000040367
A_73_P508360	ENSBTAG00000040367
A_73_P088071	ENSBTAG00000031395
A_73_P034781	ENSBTAG00000015837
A_73_P267176	ENSBTAG00000015837
A_73_P335576	ENSBTAG00000001662
A_73_102538	ENSBTAG00000001662
A_73_P067386	ENSBTAG00000005330
A_73_P299046	ENSBTAG00000002452
A_73_108879	ENSBTAG00000002783
A_73_P035473	ENSBTAG00000007773
A_73_P329466	ENSBTAG00000005048
A_73_P110506	ENSBTAG00000037539
A_73_118327	ENSBTAG00000037539
A_73_P039981	ENSBTAG00000031433
A_73_P042151	ENSBTAG00000031435
A_73_115108	ENSBTAG00000031435
A_73_P344141	ENSBTAG00000006070
A_73_P226702	ENSBTAG00000006070
A_73_P039666	ENSBTAG00000006070
A_73_P044306	ENSBTAG00000031432
A_73_120837	ENSBTAG00000031441
A_73_P127336	ENSBTAG00000031441
A_73_P132311	ENSBTAG00000031444
A_73_108161	ENSBTAG00000031444
A_73_P046391	ENSBTAG00000017816
A_73_113407	ENSBTAG00000031453
A_73_P062976	ENSBTAG00000005980
A_73_108834	ENSBTAG00000031461
A_73_110957	ENSBTAG00000017815
A_73_P094841	ENSBTAG00000021201
A_73_P390338	ENSBTAG00000021201
A_73_P030286	ENSBTAG00000031462
A_73_P289031	ENSBTAG00000013009
A_73_107653	ENSBTAG00000013009
A_73_P042706	ENSBTAG00000031473
A_73_106520	ENSBTAG00000031473
A_73_P428671	ENSBTAG00000031473
A_73_P109156	ENSBTAG00000018810
A_73_P109146	ENSBTAG00000018810
A_73_P400946	ENSBTAG00000021777
A_73_P046396	ENSBTAG00000021777
A_73_103203	ENSBTAG00000011127
A_73_113519	ENSBTAG00000031476
A_73_P193314	ENSBTAG00000031476
A_73_106218	ENSBTAG00000018401
A_73_105599	ENSBTAG00000011994
A_73_P043551	ENSBTAG00000031481
A_73_P045426	ENSBTAG00000010882
A_73_P433601	ENSBTAG00000010882
A_73_P505578	ENSBTAG00000031497
A_73_119654	ENSBTAG00000031497
A_73_P116386	ENSBTAG00000031497
A_73_P065316	ENSBTAG00000020688
A_73_120025	ENSBTAG00000018808
A_73_P421426	ENSBTAG00000016598
A_73_P278201	ENSBTAG00000016598
A_73_116275	ENSBTAG00000016598
A_73_P271851	ENSBTAG00000016598
A_73_101824	ENSBTAG00000031509
A_73_108172	ENSBTAG00000012417
A_73_P163132	ENSBTAG00000012417
A_73_115976	ENSBTAG00000007117
A_73_P406931	ENSBTAG00000002117
A_73_P076161	ENSBTAG00000002117
A_73_104440	ENSBTAG00000003361
A_73_P394176	ENSBTAG00000003361
A_73_P038066	ENSBTAG00000031519
A_73_P247516	ENSBTAG00000031519
A_73_111571	ENSBTAG00000040244
A_73_103400	ENSBTAG00000040244
A_73_P460511	ENSBTAG00000040244
A_73_114426	ENSBTAG00000040169
A_73_107875	ENSBTAG00000019675
A_73_P081891	ENSBTAG00000031532
A_73_P081901	ENSBTAG00000013176
A_73_P294256	ENSBTAG00000013176
A_73_113788	ENSBTAG00000001790
A_73_P333136	ENSBTAG00000001790
A_73_P105636	ENSBTAG00000001790
A_73_101478	ENSBTAG00000013239
A_73_P170807	ENSBTAG00000031561
A_73_P038571	ENSBTAG00000031561
A_73_P269991	ENSBTAG00000009336
A_73_112765	ENSBTAG00000009336
A_73_P169012	ENSBTAG00000031544
A_73_117632	ENSBTAG00000031544
A_73_P088016	ENSBTAG00000031553
A_73_116075	ENSBTAG00000031548
A_73_P375571	ENSBTAG00000031548
A_73_P212547	ENSBTAG00000031548
A_73_P384936	ENSBTAG00000031548
A_73_P206262	ENSBTAG00000031548
A_73_P058591	ENSBTAG00000031551
A_73_P072211	ENSBTAG00000002478
A_73_119588	ENSBTAG00000005230
A_73_P086736	ENSBTAG00000031569
A_73_121161	ENSBTAG00000031572
A_73_P254271	ENSBTAG00000000111
A_73_P287576	ENSBTAG00000000111
A_73_P214232	ENSBTAG00000000111
A_73_104559	ENSBTAG00000000111
A_73_P049196	ENSBTAG00000031573
A_73_P104186	ENSBTAG00000031579
A_73_111597	ENSBTAG00000031579
A_73_111678	ENSBTAG00000031582
A_73_P046221	ENSBTAG00000031583
A_73_P032166	ENSBTAG00000010343
A_73_P311876	ENSBTAG00000009048
A_73_104280	ENSBTAG00000009048
A_73_P112296	ENSBTAG00000031598
A_73_P063671	ENSBTAG00000031594
A_73_P094796	ENSBTAG00000031595
A_73_P063666	ENSBTAG00000039879
A_73_P041521	ENSBTAG00000031614
A_73_119233	ENSBTAG00000031614
A_73_P262296	ENSBTAG00000031614
A_73_P461631	ENSBTAG00000031609
A_73_P258331	ENSBTAG00000024520
A_73_102245	ENSBTAG00000024520
A_73_P077781	ENSBTAG00000030507
A_73_P251146	ENSBTAG00000004531
A_73_P474288	ENSBTAG00000004531
A_73_P032786	ENSBTAG00000004531
A_73_P116246	ENSBTAG00000031618
A_73_P084526	ENSBTAG00000004936
A_73_P050106	ENSBTAG00000011106
A_73_P312451	ENSBTAG00000017223
A_73_P102636	ENSBTAG00000017223
A_73_P329921	ENSBTAG00000017223
A_73_P102641	ENSBTAG00000017223
A_73_100042	ENSBTAG00000017223
A_73_120368	ENSBTAG00000018002
A_73_P035021	ENSBTAG00000017402
A_73_P072131	ENSBTAG00000031631
A_73_106306	ENSBTAG00000006998
A_73_100524	ENSBTAG00000031632
A_73_107135	ENSBTAG00000016399
A_73_P278146	ENSBTAG00000019689
A_73_P030341	ENSBTAG00000019689
A_73_P263416	ENSBTAG00000013277
A_73_P115851	ENSBTAG00000031654
A_73_P087956	ENSBTAG00000020598
A_73_P096631	ENSBTAG00000006409
A_73_P082676	ENSBTAG00000031669
A_73_117757	ENSBTAG00000031673
A_73_104146	ENSBTAG00000017543
A_73_P045091	ENSBTAG00000002542
A_73_P280201	ENSBTAG00000002542
A_73_100977	ENSBTAG00000031693
A_73_P079891	ENSBTAG00000031697
A_73_116691	ENSBTAG00000014995
A_73_P072121	ENSBTAG00000007619
A_73_P297046	ENSBTAG00000017710
A_73_119999	ENSBTAG00000018052
A_73_P269711	ENSBTAG00000018052
A_73_106976	ENSBTAG00000004930
A_73_P030346	ENSBTAG00000031704
A_73_P195197	ENSBTAG00000031709
A_73_117127	ENSBTAG00000031709
A_73_P035469	ENSBTAG00000031711
A_73_P094306	ENSBTAG00000031711
A_73_P043821	ENSBTAG00000023784
A_73_P079936	ENSBTAG00000015806
A_73_P051111	ENSBTAG00000031715
A_73_P074131	ENSBTAG00000031716
A_73_P497253	ENSBTAG00000031724
A_73_P204057	ENSBTAG00000031724
A_73_P081836	ENSBTAG00000031724
A_73_P297026	ENSBTAG00000001829
A_73_P264986	ENSBTAG00000001829
A_73_120355	ENSBTAG00000001829
A_73_P052226	ENSBTAG00000037527
A_73_117812	ENSBTAG00000037527
A_73_118917	ENSBTAG00000039820
A_73_P042416	ENSBTAG00000020253
A_73_P051736	ENSBTAG00000031741
A_73_116332	ENSBTAG00000006410
A_73_P072101	ENSBTAG00000031749
A_73_P246486	ENSBTAG00000031747
A_73_100991	ENSBTAG00000031747
A_73_P062736	ENSBTAG00000031753
A_73_P419356	ENSBTAG00000031753
A_73_P336466	ENSBTAG00000031750
A_73_115944	ENSBTAG00000031750
A_73_114446	ENSBTAG00000031753
A_73_P374551	ENSBTAG00000017490
A_73_110632	ENSBTAG00000017490
A_73_P314847	ENSBTAG00000017490
A_73_P289151	ENSBTAG00000015807
A_73_111874	ENSBTAG00000015807
A_73_P332466	ENSBTAG00000015807
A_73_P444376	ENSBTAG00000015807
A_73_100534	ENSBTAG00000002768
A_73_106971	ENSBTAG00000010852
A_73_114129	ENSBTAG00000013250
A_73_P340556	ENSBTAG00000031772
A_73_P046291	ENSBTAG00000031772
A_73_P081811	ENSBTAG00000005083
A_73_P087133	ENSBTAG00000038476
A_73_103210	ENSBTAG00000000215
A_73_P192082	ENSBTAG00000000215
A_73_P047550	ENSBTAG00000017765
A_73_P487143	ENSBTAG00000017765
A_73_P092796	ENSBTAG00000017765
A_73_P047651	ENSBTAG00000031792
A_73_P374511	ENSBTAG00000031793
A_73_P034846	ENSBTAG00000031793
A_73_114521	ENSBTAG00000017818
A_73_P364496	ENSBTAG00000017818
A_73_P317176	ENSBTAG00000017818
A_73_P102746	ENSBTAG00000017818
A_73_P302056	ENSBTAG00000031797
A_73_P037206	ENSBTAG00000031797
A_73_P459606	ENSBTAG00000031809
A_73_P084461	ENSBTAG00000031809
A_73_P370186	ENSBTAG00000031809
A_73_P362961	ENSBTAG00000010519
A_73_P460391	ENSBTAG00000010519
A_73_P282396	ENSBTAG00000010519
A_73_P065241	ENSBTAG00000010519
A_73_P476358	ENSBTAG00000008347
A_73_104515	ENSBTAG00000008347
A_73_P067331	ENSBTAG00000031810
A_73_104756	ENSBTAG00000037757
A_73_120581	ENSBTAG00000040390
A_73_P444791	ENSBTAG00000040390
A_73_P048581	ENSBTAG00000015880
A_73_110423	ENSBTAG00000010242
A_73_P292966	ENSBTAG00000010242
A_73_P047026	ENSBTAG00000031829
A_73_P070946	ENSBTAG00000031824
A_73_P355211	ENSBTAG00000021230
A_73_113790	ENSBTAG00000021230
A_73_P046896	ENSBTAG00000014295
A_73_P348051	ENSBTAG00000014295
A_73_P497848	ENSBTAG00000014295
A_73_100501	ENSBTAG00000031828
A_73_108419	ENSBTAG00000012223
A_73_P062381	ENSBTAG00000048946
A_73_P077641	ENSBTAG00000000446
A_73_P473203	ENSBTAG00000000446
A_73_P465438	ENSBTAG00000000446
A_73_P033831	ENSBTAG00000031846
A_73_P045316	ENSBTAG00000031849
A_73_113834	ENSBTAG00000050752
A_73_P088941	ENSBTAG00000031866
A_73_P382646	ENSBTAG00000031871
A_73_P040536	ENSBTAG00000031871
A_73_103185	ENSBTAG00000015165
A_73_P359901	ENSBTAG00000007498
A_73_P042841	ENSBTAG00000007498
A_73_P101666	ENSBTAG00000031875
A_73_P035031	ENSBTAG00000031875
A_73_P036841	ENSBTAG00000006191
A_73_118305	ENSBTAG00000012385
A_73_P324671	ENSBTAG00000012385
A_73_P090536	ENSBTAG00000006911
A_73_113416	ENSBTAG00000031885
A_73_117266	ENSBTAG00000031886
A_73_P253936	ENSBTAG00000031886
A_73_P342561	ENSBTAG00000010904
A_73_P261031	ENSBTAG00000010904
A_73_108601	ENSBTAG00000010904
A_73_102212	ENSBTAG00000031895
A_73_102718	ENSBTAG00000009845
A_73_P280271	ENSBTAG00000009845
A_73_P030356	ENSBTAG00000031895
A_73_101503	ENSBTAG00000031898
A_73_102682	ENSBTAG00000031905
A_73_103834	ENSBTAG00000022058
A_73_P045336	ENSBTAG00000022058
A_73_P484218	ENSBTAG00000035958
A_73_P054742	ENSBTAG00000035958
A_73_P081781	ENSBTAG00000031917
A_73_P428681	ENSBTAG00000031919
A_73_P040876	ENSBTAG00000031919
A_73_116639	ENSBTAG00000010422
A_73_P257541	ENSBTAG00000031933
A_73_P048296	ENSBTAG00000031934
A_73_P075866	ENSBTAG00000049947
A_73_P084406	ENSBTAG00000021041
A_73_P092411	ENSBTAG00000038237
A_73_104674	ENSBTAG00000031958
A_73_P136501	ENSBTAG00000031958
A_73_P264226	ENSBTAG00000009033
A_73_P032756	ENSBTAG00000009033
A_73_P035101	ENSBTAG00000006561
A_73_P207477	ENSBTAG00000005663
A_73_P041606	ENSBTAG00000005663
A_73_102259	ENSBTAG00000008794
A_73_P442561	ENSBTAG00000008794
A_73_P128916	ENSBTAG00000031981
A_73_P032621	ENSBTAG00000031981
A_73_P074096	ENSBTAG00000021423
A_73_P278866	ENSBTAG00000005675
A_73_107103	ENSBTAG00000005675
A_73_P303296	ENSBTAG00000011588
A_73_P342001	ENSBTAG00000011588
A_73_P063601	ENSBTAG00000011588
A_73_P315261	ENSBTAG00000011588
A_73_P112986	ENSBTAG00000018316
A_73_101685	ENSBTAG00000018360
A_73_P404441	ENSBTAG00000010196
A_73_P259596	ENSBTAG00000010196
A_73_P050131	ENSBTAG00000010196
A_73_P071041	ENSBTAG00000006504
A_73_100904	ENSBTAG00000002085
A_73_P050771	ENSBTAG00000050059
A_73_P041101	ENSBTAG00000004908
A_73_110163	ENSBTAG00000001006
A_73_P062256	ENSBTAG00000032031
A_73_105639	ENSBTAG00000008125
A_73_P250851	ENSBTAG00000007450
A_73_101342	ENSBTAG00000007450
A_73_110433	ENSBTAG00000020855
A_73_P072041	ENSBTAG00000008126
A_73_P163057	ENSBTAG00000018813
A_73_P442221	ENSBTAG00000018813
A_73_P251636	ENSBTAG00000010153
A_73_119225	ENSBTAG00000010153
A_73_P382501	ENSBTAG00000010153
A_73_116110	ENSBTAG00000032047
A_73_107228	ENSBTAG00000032059
A_73_115996	ENSBTAG00000006740
A_73_P256531	ENSBTAG00000006864
A_73_P062246	ENSBTAG00000006864
A_73_P047001	ENSBTAG00000032049
A_73_P193207	ENSBTAG00000032051
A_73_P440161	ENSBTAG00000032051
A_73_P082536	ENSBTAG00000032051
A_73_P092681	ENSBTAG00000032057
A_73_P111891	ENSBTAG00000032057
A_73_P467568	ENSBTAG00000015077
A_73_P094686	ENSBTAG00000015077
A_73_111879	ENSBTAG00000032087
A_73_113660	ENSBTAG00000032087
A_73_P115521	ENSBTAG00000032077
A_73_P075456	ENSBTAG00000032079
A_73_113306	ENSBTAG00000020431
A_73_P109791	ENSBTAG00000020431
A_73_P078081	ENSBTAG00000003547
A_73_P084376	ENSBTAG00000004270
A_73_114308	ENSBTAG00000032089
A_73_P048176	ENSBTAG00000011455
A_73_P050666	ENSBTAG00000032092
A_73_P117471	ENSBTAG00000032092
A_73_P301326	ENSBTAG00000000152
A_73_P082526	ENSBTAG00000000152
A_73_P101871	ENSBTAG00000000152
A_73_109755	ENSBTAG00000006515
A_73_119965	ENSBTAG00000008835
A_73_109098	ENSBTAG00000032106
A_73_P052071	ENSBTAG00000008837
A_73_P189187	ENSBTAG00000008837
A_73_P275901	ENSBTAG00000001659
A_73_P109851	ENSBTAG00000001659
A_73_114657	ENSBTAG00000016320
A_73_P311051	ENSBTAG00000011910
A_73_111825	ENSBTAG00000011910
A_73_P096541	ENSBTAG00000009235
A_73_P069446	ENSBTAG00000032130
A_73_P065256	ENSBTAG00000031725
A_73_P040026	ENSBTAG00000020965
A_73_P455046	ENSBTAG00000004718
A_73_P090446	ENSBTAG00000004718
A_73_100886	ENSBTAG00000007920
A_73_P067216	ENSBTAG00000033248
A_73_P058501	ENSBTAG00000032140
A_73_101080	ENSBTAG00000026971
A_73_P324406	ENSBTAG00000026971
A_73_113122	ENSBTAG00000032148
A_73_P358481	ENSBTAG00000032148
A_73_105462	ENSBTAG00000032183
A_73_P297816	ENSBTAG00000030646
A_73_P479755	ENSBTAG00000030646
A_73_114304	ENSBTAG00000030646
A_73_P361181	ENSBTAG00000021160
A_73_100428	ENSBTAG00000021160
A_73_117665	ENSBTAG00000032166
A_73_119912	ENSBTAG00000032166
A_73_P392161	ENSBTAG00000039374
A_73_P205217	ENSBTAG00000039374
A_73_P044571	ENSBTAG00000039374
A_73_P092626	ENSBTAG00000032193
A_73_P044461	ENSBTAG00000032206
A_73_P067206	ENSBTAG00000012112
A_73_P036881	ENSBTAG00000032209
A_73_120596	ENSBTAG00000038748
A_73_P071966	ENSBTAG00000011823
A_73_P296331	ENSBTAG00000011823
A_73_107946	ENSBTAG00000037815
A_73_P043131	ENSBTAG00000032227
A_73_P432111	ENSBTAG00000032227
A_73_P065166	ENSBTAG00000021091
A_73_120082	ENSBTAG00000032253
A_73_104316	ENSBTAG00000032288
A_73_P277671	ENSBTAG00000032247
A_73_P051831	ENSBTAG00000014459
A_73_P040986	ENSBTAG00000032260
A_73_108166	ENSBTAG00000032265
A_73_P493968	ENSBTAG00000032265
A_73_105245	ENSBTAG00000032277
A_73_103214	ENSBTAG00000032274
A_73_P075556	ENSBTAG00000032274
A_73_P114085	ENSBTAG00000050676
A_73_105647	ENSBTAG00000032279
A_73_P073241	ENSBTAG00000032281
A_73_P073246	ENSBTAG00000011268
A_73_103314	ENSBTAG00000032292
A_73_P153036	ENSBTAG00000032292
A_73_106190	ENSBTAG00000019690
A_73_P306756	ENSBTAG00000013538
A_73_107514	ENSBTAG00000013538
A_73_P034081	ENSBTAG00000013538
A_73_107470	ENSBTAG00000000671
A_73_P073226	ENSBTAG00000032301
A_73_P069346	ENSBTAG00000019350
A_73_P036376	ENSBTAG00000032299
A_73_105784	ENSBTAG00000012275
A_73_P386616	ENSBTAG00000012275
A_73_P086541	ENSBTAG00000020788
A_73_P352891	ENSBTAG00000004086
A_73_107798	ENSBTAG00000004086
A_73_113655	ENSBTAG00000002878
A_73_106238	ENSBTAG00000018562
A_73_120194	ENSBTAG00000021964
A_73_P090411	ENSBTAG00000032331
A_73_112008	ENSBTAG00000039731
A_73_P511308	ENSBTAG00000039731
A_73_P114066	ENSBTAG00000032339
A_73_P084276	ENSBTAG00000009570
A_73_106324	ENSBTAG00000032353
A_73_P040791	ENSBTAG00000038698
A_73_P058396	ENSBTAG00000018044
A_73_P090401	ENSBTAG00000012423
A_73_113363	ENSBTAG00000032369
A_73_P497925	ENSBTAG00000032369
A_73_P051166	ENSBTAG00000032372
A_73_P492593	ENSBTAG00000032373
A_73_P063491	ENSBTAG00000032374
A_73_106899	ENSBTAG00000011310
A_73_119355	ENSBTAG00000032396
A_73_P088761	ENSBTAG00000032393
A_73_P037596	ENSBTAG00000038134
A_73_P106601	ENSBTAG00000012074
A_73_P108216	ENSBTAG00000012074
A_73_115087	ENSBTAG00000012074
A_73_117496	ENSBTAG00000032427
A_73_P082446	ENSBTAG00000032424
A_73_108688	ENSBTAG00000037778
A_73_P360281	ENSBTAG00000016211
A_73_106398	ENSBTAG00000016211
A_73_P030687	ENSBTAG00000032433
A_73_117476	ENSBTAG00000011961
A_73_P034891	ENSBTAG00000006083
A_73_120401	ENSBTAG00000006264
A_73_P113211	ENSBTAG00000001287
A_73_P041421	ENSBTAG00000032446
A_73_P268421	ENSBTAG00000020654
A_73_P388586	ENSBTAG00000020654
A_73_P094501	ENSBTAG00000020654
A_73_P302271	ENSBTAG00000020654
A_73_P331011	ENSBTAG00000020654
A_73_P294051	ENSBTAG00000020654
A_73_120640	ENSBTAG00000016559
A_73_P363176	ENSBTAG00000016559
A_73_P289681	ENSBTAG00000005650
A_73_102823	ENSBTAG00000005650
A_73_P294156	ENSBTAG00000005650
A_73_108964	ENSBTAG00000050539
A_73_P088731	ENSBTAG00000014735
A_73_120454	ENSBTAG00000017201
A_73_P048601	ENSBTAG00000006689
A_73_P289771	ENSBTAG00000010682
A_73_P043896	ENSBTAG00000032481
A_73_P492628	ENSBTAG00000009400
A_73_106396	ENSBTAG00000011186
A_73_P060396	ENSBTAG00000032493
A_73_P050486	ENSBTAG00000032508
A_73_P465843	ENSBTAG00000032509
A_73_108158	ENSBTAG00000032509
A_73_112594	ENSBTAG00000032515
A_73_P380281	ENSBTAG00000032518
A_73_P079731	ENSBTAG00000032518
A_73_114909	ENSBTAG00000032761
A_73_P152796	ENSBTAG00000032519
A_73_102149	ENSBTAG00000032519
A_73_103489	ENSBTAG00000013676
A_73_P402686	ENSBTAG00000021482
A_73_105236	ENSBTAG00000021482
A_73_104830	ENSBTAG00000014426
A_73_P412461	ENSBTAG00000014426
